txn_id,timestamp,timestamp_status,user_id,merchant_id,amount,amount_status,utr,utr_status,mcc,mcc_status,status
TXN00005535,2026-10-02 17:51:46,VALID,USR42032,MCH5637,4092.23,VALID,UTR5342594803,VALID,5411,VALID,SUCCESS
TXN00003336,2026-01-06 02:18:47,VALID,USR13080,MCH6638,18751.95,VALID,UTR1936887029,VALID,5411,VALID,PROCESSING
TXN00016370,2026-03-31 07:27:39,VALID,USR60926,MCH3944,1427.0,VALID,UTR7235565462,VALID,5812,VALID,SUCCESS
TXN00010193,2026-03-29 01:01:31,VALID,USR15510,MCH6693,474.08,VALID,UTR4679653301,VALID,5812,VALID,SUCCESS
TXN00004577,2026-03-03 10:27:44,VALID,USR45396,MCH3093,10272.96,VALID,UTR4780466413,VALID,,MISSING,SUCCESS
TXN00007304,2026-01-17 01:53:22,VALID,USR21993,MCH5629,22194.91,VALID,UTR0667313976,VALID,7011,VALID,SUCCESS
TXN00000431,2026-03-24 15:46:18,VALID,USR93359,MCH5938,3583.36,VALID,UTR5661703664,VALID,,MISSING,FAILED
TXN00000494,2026-01-30 08:54:57,VALID,USR67271,MCH1547,-4711.15,NEGATIVE,UTR7858980350,DUPLICATE,5912,VALID,SUCCESS
TXN00000646,2026-03-04 06:45:38,VALID,USR64823,MCH7258,22264.28,VALID,UTR5157312490,VALID,5812,VALID,SUCCESS
TXN00006980,2026-02-12 01:01:17,VALID,USR50404,MCH6258,979.94,VALID,UTR4343389079,DUPLICATE,5411,VALID,FAILED
TXN00015459,2026-01-24 00:29:01,VALID,USR27657,MCH1898,16992.0,VALID,UTR9931979583,VALID,5411,VALID,SUCCESS
TXN00005752,2026-03-18 08:47:44,VALID,USR24202,MCH3402,19965.91,VALID,UTR1112635682,VALID,7011,VALID,SUCCESS
TXN00008945,2026-01-03 13:02:46,VALID,USR61316,MCH1539,7593.3,VALID,UTR6939932423,VALID,5812,VALID,SUCCESS
TXN00004686,2026-02-24 23:12:24,VALID,USR43853,MCH4239,9834.11,VALID,,MISSING,5411,VALID,SUCCESS
TXN00001706,2026-03-06 00:00:15,VALID,USR48309,MCH9112,2650.56,VALID,UTR9436402365,VALID,7011,VALID,SUCCESS
TXN00000219,2026-03-02 17:03:18,VALID,USR54286,MCH6002,-16244.33,NEGATIVE,UTR9590998779,VALID,,MISSING,SUCCESS
TXN00000601,2026-01-18 09:56:26,VALID,USR47925,MCH6458,4231.69,VALID,UTR5537591487,VALID,5912,VALID,FAILED
TXN00002727,2026-02-07 12:56:51,VALID,USR34941,MCH7602,1651.71,VALID,UTR9388499009,VALID,5812,VALID,SUCCESS
TXN00007953,2026-03-30 01:38:00,VALID,USR37536,MCH2789,15079.32,VALID,UTR4459745240,VALID,5812,VALID,SUCCESS
TXN00007244,2026-01-23 17:18:10,VALID,USR84915,MCH5530,13303.01,VALID,UTR3748030561,VALID,5912,VALID,PROCESSING
TXN00016294,2026-02-22 15:48:50,VALID,USR27725,MCH2497,21121.69,VALID,,MISSING,,MISSING,SUCCESS
TXN00019324,2026-02-01 18:14:05,VALID,USR60378,MCH2720,667.1,VALID,UTR8908778942,VALID,5912,VALID,SUCCESS
TXN00004978,2026-02-02 12:37:56,VALID,USR36144,MCH1793,5157.44,VALID,UTR9584934144,VALID,,MISSING,SUCCESS
TXN00010440,2026-01-17 22:43:42,VALID,USR76301,MCH7272,8617.0,VALID,UTR6663677021,VALID,5411,VALID,SUCCESS
TXN00018653,2026-02-22 01:28:39,VALID,USR60027,MCH9025,23913.15,VALID,UTR7163852698,VALID,7011,VALID,SUCCESS
TXN00010143,2026-03-16 17:57:05,VALID,USR99374,MCH5940,23116.32,VALID,UTR9260017215,VALID,5912,VALID,SUCCESS
TXN00009493,2026-03-16 09:19:45,VALID,USR27819,MCH3900,8718.46,VALID,UTR8808037744,VALID,5812,VALID,SUCCESS
TXN00013028,2026-02-16 05:45:00,VALID,USR93105,MCH1342,5029.27,VALID,UTR8150570866,VALID,7011,VALID,SUCCESS
TXN00005136,2026-02-26 00:00:00,DATE_ONLY,USR86758,MCH6897,9430.88,VALID,UTR6812646044,VALID,7011,VALID,SUCCESS
TXN00012654,2026-02-12 12:52:18,VALID,USR24944,MCH8269,11381.74,VALID,UTR2094174712,VALID,7011,VALID,SUCCESS
TXN00007298,2026-02-28 15:54:49,VALID,USR59840,MCH1054,12191.82,VALID,UTR0049661952,VALID,7011,VALID,SUCCESS
TXN00006827,2026-02-15 06:37:50,VALID,USR33685,MCH7976,4939.0,VALID,UTR8232363627,VALID,5912,VALID,SUCCESS
TXN00001558,2026-03-09 06:07:07,VALID,USR18757,MCH6873,10281.6,VALID,UTR5584146828,VALID,5912,VALID,SUCCESS
TXN00005408,2026-02-28 09:58:33,VALID,USR15344,MCH7804,11091.54,VALID,UTR5415135585,VALID,,MISSING,FAILED
TXN00004691,2026-03-28 19:31:52,VALID,USR64005,MCH5577,9234.71,VALID,UTR7102462322,VALID,5812,VALID,SUCCESS
TXN00004533,2026-03-17 06:08:39,VALID,USR40780,MCH2570,6178.96,VALID,UTR1815570938,VALID,5912,VALID,SUCCESS
TXN00019717,2026-03-15 07:21:57,VALID,USR46965,MCH8288,617.0,VALID,UTR8037165165,VALID,5812,VALID,PROCESSING
TXN00012149,2026-01-25 21:02:56,VALID,USR55523,MCH3544,3243.78,VALID,UTR6312807557,VALID,5812,VALID,SUCCESS
TXN00006767,2026-01-05 13:28:15,VALID,USR37531,MCH2836,24377.43,VALID,UTR6834644861,VALID,5411,VALID,SUCCESS
TXN00007174,2026-03-24 11:40:54,VALID,USR64339,MCH2676,18745.65,VALID,UTR7814763867,VALID,5411,VALID,FAILED
TXN00015881,2026-12-02 04:03:31,VALID,USR40422,MCH6334,841.81,VALID,UTR4266843618,VALID,5411,VALID,SUCCESS
TXN00003916,2026-03-30 14:51:54,VALID,USR16288,MCH6168,9884.93,VALID,UTR8184388114,VALID,7011,VALID,SUCCESS
TXN00016859,2026-02-15 11:39:28,VALID,USR59385,MCH5164,20676.98,VALID,UTR9521785172,VALID,5411,VALID,SUCCESS
TXN00010450,2026-03-02 21:27:44,VALID,USR39334,MCH8181,24844.39,VALID,UTR7838089518,VALID,5912,VALID,SUCCESS
TXN00008587,2026-03-29 06:52:40,VALID,USR75661,MCH6929,21840.65,VALID,UTR8297803433,VALID,4131,VALID,SUCCESS
TXN00018429,2026-01-20 12:48:47,VALID,USR52239,MCH4645,9379.94,VALID,UTR1100355103,VALID,4131,VALID,SUCCESS
TXN00000405,2026-03-06 06:16:18,VALID,USR46924,MCH7574,8008.04,VALID,UTR5759815882,VALID,5912,VALID,SUCCESS
TXN00016635,2026-01-08 13:18:25,VALID,USR85486,MCH1304,-9896.48,NEGATIVE,UTR4930845995,VALID,5912,VALID,SUCCESS
TXN00003981,2026-03-03 19:43:50,VALID,USR61616,MCH5494,20810.76,VALID,UTR0835191657,VALID,5411,VALID,SUCCESS
TXN00012964,2026-03-02 20:59:29,VALID,USR96487,MCH3084,4994.57,VALID,UTR9764945970,VALID,5411,VALID,SUCCESS
TXN00002495,2026-03-23 00:00:00,DATE_ONLY,USR86831,MCH7808,12786.77,VALID,UTR7144243249,VALID,5912,VALID,SUCCESS
TXN00009563,2026-03-03 02:46:22,VALID,USR53892,MCH6900,17270.62,VALID,UTR0414839639,VALID,4131,VALID,SUCCESS
TXN00012056,2026-02-24 05:28:09,VALID,USR48463,MCH2118,12751.75,VALID,UTR9849231620,VALID,5411,VALID,SUCCESS
TXN00002275,2026-02-15 01:05:20,VALID,USR47723,MCH3444,23763.77,VALID,UTR7000312203,VALID,,MISSING,FAILED
TXN00009625,2026-01-11 00:00:00,DATE_ONLY,USR87183,MCH7958,9667.22,VALID,UTR3958812761,VALID,5411,VALID,SUCCESS
TXN00013305,2026-02-23 20:33:43,VALID,USR80263,MCH3904,15398.66,VALID,UTR3522979686,VALID,4131,VALID,SUCCESS
TXN00002518,2026-03-04 06:03:19,VALID,USR24545,MCH5323,11926.32,VALID,UTR5241911741,DUPLICATE,5912,VALID,SUCCESS
TXN00010271,2026-03-27 22:41:54,VALID,USR44359,MCH6322,9611.01,VALID,UTR1789540021,VALID,5812,VALID,SUCCESS
TXN00001828,2026-02-27 00:36:07,VALID,USR77970,MCH9637,24212.53,VALID,UTR0683325734,VALID,5411,VALID,SUCCESS
TXN00001904,2026-01-17 22:36:27,VALID,USR53323,MCH4244,892.43,VALID,UTR7248027423,VALID,5812,VALID,SUCCESS
TXN00015629,2026-11-02 12:45:53,VALID,USR82578,MCH5265,22095.6,VALID,UTR9256108595,VALID,4131,VALID,SUCCESS
TXN00014553,2026-02-18 10:07:00,VALID,USR83343,MCH2299,19022.58,VALID,UTR3814588260,VALID,5411,VALID,PROCESSING
TXN00010358,2026-03-01 18:31:06,VALID,USR65344,MCH6402,9429.98,VALID,UTR6534641870,VALID,5411,VALID,SUCCESS
TXN00012601,2026-10-02 08:37:06,VALID,USR69012,MCH5046,6942.0,VALID,UTR2290885650,VALID,5912,VALID,SUCCESS
TXN00008348,2026-01-26 13:38:53,VALID,USR56110,MCH4054,830.31,VALID,UTR8786656943,VALID,7011,VALID,FAILED
TXN00008469,2026-02-24 05:13:15,VALID,USR51123,MCH5519,7380.33,VALID,UTR5678392076,VALID,4131,VALID,SUCCESS
TXN00009454,2026-03-31 16:13:46,VALID,USR19439,MCH5070,4731.36,VALID,UTR4008630589,VALID,7011,VALID,SUCCESS
TXN00007183,2026-02-27 06:53:03,VALID,USR29456,MCH5107,19504.3,VALID,UTR2594458311,VALID,5912,VALID,SUCCESS
TXN00008619,2026-03-05 09:05:08,VALID,USR51039,MCH5434,384.81,VALID,UTR9726497593,VALID,5411,VALID,SUCCESS
TXN00010802,2026-08-01 11:18:00,VALID,USR88110,MCH4318,20932.63,VALID,UTR8869592782,VALID,5912,VALID,SUCCESS
TXN00018399,2026-01-04 15:11:27,VALID,USR71302,MCH6616,20676.15,VALID,UTR8215429069,VALID,7011,VALID,SUCCESS
TXN00003562,2026-02-14 21:25:10,VALID,USR93020,MCH1997,20561.31,VALID,,MISSING,5411,VALID,FAILED
TXN00012972,2026-02-13 00:00:00,DATE_ONLY,USR31786,MCH6810,23156.0,VALID,UTR5160034116,VALID,5411,VALID,SUCCESS
TXN00010691,2026-03-02 21:43:35,VALID,USR44217,MCH7194,18138.05,VALID,UTR5185936752,VALID,,MISSING,SUCCESS
TXN00003369,2026-02-21 22:59:42,VALID,USR99013,MCH8433,4781.26,VALID,UTR9428462088,VALID,5411,VALID,SUCCESS
TXN00005284,2026-02-04 08:44:51,VALID,USR76472,MCH1564,22279.59,VALID,UTR5854889399,VALID,5812,VALID,SUCCESS
TXN00017071,2026-03-08 20:26:21,VALID,USR63835,MCH4826,8856.35,VALID,UTR4306655880,VALID,5912,VALID,SUCCESS
TXN00015758,2026-01-06 13:58:37,VALID,USR41963,MCH2289,6677.43,VALID,UTR8103744831,VALID,7011,VALID,SUCCESS
TXN00000660,2026-01-04 17:08:44,VALID,USR63578,MCH2823,14273.75,VALID,UTR0976141859,VALID,7011,VALID,SUCCESS
TXN00011527,2026-02-06 00:00:00,DATE_ONLY,USR72363,MCH8567,2773.37,VALID,UTR9241252674,VALID,5812,VALID,FAILED
TXN00012388,2026-02-05 16:14:11,VALID,USR39967,MCH7716,-11288.89,NEGATIVE,,MISSING,5812,VALID,SUCCESS
TXN00015429,2026-02-11 01:46:51,VALID,USR67397,MCH5493,21613.28,VALID,UTR7400784030,VALID,5912,VALID,SUCCESS
TXN00004360,2026-03-11 00:14:06,VALID,USR97327,MCH1575,4629.11,VALID,UTR0655170639,VALID,,MISSING,SUCCESS
TXN00015688,2026-02-21 21:04:01,VALID,USR73696,MCH7213,2956.48,VALID,UTR0561711664,VALID,5912,VALID,SUCCESS
TXN00003451,2026-01-01 15:54:55,VALID,USR73195,MCH6428,11374.56,VALID,UTR0364459208,VALID,5411,VALID,SUCCESS
TXN00014945,2026-03-20 06:44:44,VALID,USR60648,MCH2144,3447.43,VALID,UTR6934199593,VALID,7011,VALID,SUCCESS
TXN00012597,2026-03-03 04:57:41,VALID,USR99366,MCH2689,17389.94,VALID,UTR7890836544,VALID,5411,VALID,PROCESSING
TXN00007850,2026-03-21 01:12:06,VALID,USR72150,MCH9066,350.86,VALID,UTR8657488258,VALID,,MISSING,SUCCESS
TXN00015053,2026-01-16 13:22:30,VALID,USR74506,MCH1071,2108.9,VALID,UTR4703899329,VALID,5411,VALID,SUCCESS
TXN00014244,2026-02-14 22:09:30,VALID,USR82554,MCH3949,10839.84,VALID,UTR0550485184,VALID,5912,VALID,SUCCESS
TXN00010098,2026-01-04 07:19:23,VALID,USR33088,MCH2734,18023.2,VALID,UTR7639551281,VALID,5411,VALID,SUCCESS
TXN00007562,2026-01-01 00:00:00,DATE_ONLY,USR72191,MCH2737,16598.15,VALID,UTR2497935583,VALID,5812,VALID,SUCCESS
TXN00000295,2026-01-23 08:12:22,VALID,USR47118,MCH3273,3185.24,VALID,UTR9764185318,VALID,5411,VALID,SUCCESS
TXN00000322,2026-02-15 21:24:11,VALID,USR28098,MCH7067,17867.75,VALID,UTR0034956356,VALID,5411,VALID,SUCCESS
TXN00010936,2026-01-29 03:20:46,VALID,USR99688,MCH2689,4809.13,VALID,UTR8959521103,VALID,5912,VALID,SUCCESS
TXN00010433,2026-01-14 21:25:07,VALID,USR49938,MCH2917,-16047.97,NEGATIVE,UTR5825043827,VALID,,MISSING,SUCCESS
TXN00003387,2026-01-19 02:08:15,VALID,USR13581,MCH6725,6092.48,VALID,UTR4821696773,VALID,5411,VALID,SUCCESS
TXN00001502,2026-02-22 18:17:01,VALID,USR76965,MCH9367,11984.76,VALID,UTR8884250812,VALID,5411,VALID,SUCCESS
TXN00015089,2026-03-11 15:45:45,VALID,USR53532,MCH3294,14888.38,VALID,UTR4951461342,VALID,5812,VALID,FAILED
TXN00001310,2026-03-18 22:57:30,VALID,USR33246,MCH5718,20372.48,VALID,UTR8220431126,VALID,5411,VALID,SUCCESS
TXN00002788,2026-03-24 09:32:34,VALID,USR23895,MCH4125,4931.17,VALID,UTR2345772441,VALID,5812,VALID,PROCESSING
TXN00019150,2026-01-29 11:39:09,VALID,USR40635,MCH5423,23072.6,VALID,UTR3747168641,VALID,5411,VALID,FAILED
TXN00015133,2026-03-16 21:12:53,VALID,USR46235,MCH4487,22779.28,VALID,UTR2362946095,VALID,,MISSING,SUCCESS
TXN00009124,2026-02-06 18:23:06,VALID,USR49452,MCH5012,22377.72,VALID,UTR7982292248,VALID,5411,VALID,FAILED
TXN00014789,2026-02-07 07:35:42,VALID,USR51101,MCH6342,2192.31,VALID,UTR7357883392,VALID,5912,VALID,SUCCESS
TXN00016588,2026-03-31 05:46:30,VALID,USR94090,MCH6065,6779.0,VALID,UTR2195554371,VALID,5411,VALID,SUCCESS
TXN00006134,2026-03-03 14:29:23,VALID,USR69863,MCH1809,1946.32,VALID,UTR3750140002,VALID,5411,VALID,SUCCESS
TXN00017930,2026-03-13 22:41:02,VALID,USR10571,MCH8136,21343.86,VALID,UTR2262935896,VALID,5912,VALID,FAILED
TXN00013918,2026-03-06 10:04:19,VALID,USR29240,MCH4044,18414.99,VALID,UTR3141874538,VALID,4131,VALID,SUCCESS
TXN00019232,2026-03-12 23:19:05,VALID,USR89793,MCH4885,4667.27,VALID,UTR7613049211,VALID,5411,VALID,SUCCESS
TXN00012933,2026-01-28 13:35:59,VALID,USR40025,MCH7656,13347.68,VALID,UTR1197086839,VALID,5411,VALID,SUCCESS
TXN00012203,2026-03-26 15:09:38,VALID,USR41549,MCH2961,3270.03,VALID,UTR8393562885,VALID,5411,VALID,FAILED
TXN00003116,2026-03-16 05:11:26,VALID,USR37047,MCH7559,21937.98,VALID,UTR8593134109,VALID,7011,VALID,SUCCESS
TXN00016376,2026-01-18 06:55:40,VALID,USR54188,MCH6917,5056.5,VALID,UTR1273924707,VALID,5912,VALID,FAILED
TXN00011759,2026-01-31 22:30:56,VALID,USR42593,MCH8079,22743.86,VALID,,MISSING,4131,VALID,SUCCESS
TXN00013845,2026-03-22 17:24:32,VALID,USR83882,MCH9055,10662.76,VALID,UTR1470748065,VALID,5812,VALID,SUCCESS
TXN00005896,2026-02-06 03:54:37,VALID,USR69393,MCH1682,6153.01,VALID,UTR9275239112,VALID,,MISSING,FAILED
TXN00007786,2026-03-14 00:00:00,DATE_ONLY,USR80420,MCH7953,12236.0,VALID,UTR2176043350,VALID,4131,VALID,SUCCESS
TXN00019213,2026-02-24 18:31:16,VALID,USR91293,MCH1713,16072.22,VALID,UTR2432603828,VALID,5411,VALID,SUCCESS
TXN00002793,2026-04-01 09:05:14,VALID,USR47921,MCH1223,14242.8,VALID,UTR0982046623,VALID,5912,VALID,SUCCESS
TXN00008942,2026-01-11 08:47:43,VALID,USR14741,MCH3503,9758.0,VALID,UTR2855811309,VALID,4131,VALID,SUCCESS
TXN00010835,2026-03-23 01:34:07,VALID,USR33716,MCH3930,12672.21,VALID,UTR3608776902,VALID,5411,VALID,SUCCESS
TXN00008395,2026-01-18 08:15:30,VALID,USR28074,MCH1390,19706.11,VALID,UTR9922805153,VALID,4131,VALID,SUCCESS
TXN00007230,2026-03-26 16:21:43,VALID,USR97209,MCH1848,10589.72,VALID,UTR2454023822,VALID,5411,VALID,PROCESSING
TXN00005049,2026-01-06 02:44:06,VALID,USR15789,MCH8440,8367.72,VALID,,MISSING,5411,VALID,SUCCESS
TXN00008229,2026-03-08 03:52:32,VALID,USR70208,MCH3623,14737.4,VALID,UTR0957831777,VALID,5912,VALID,SUCCESS
TXN00010283,2026-02-17 11:59:40,VALID,USR33286,MCH1054,23138.98,VALID,UTR2700883580,VALID,5411,VALID,SUCCESS
TXN00018488,2026-02-25 06:13:16,VALID,USR16229,MCH7953,7650.38,VALID,UTR6333212729,VALID,7011,VALID,FAILED
TXN00010656,2026-01-13 21:14:28,VALID,USR91114,MCH4644,23364.61,VALID,UTR2222226346,VALID,5411,VALID,SUCCESS
TXN00001614,2026-03-08 04:42:36,VALID,USR43482,MCH3885,8115.1,VALID,UTR0009144964,VALID,,MISSING,FAILED
TXN00016382,2026-03-07 23:11:39,VALID,USR50879,MCH9578,15001.0,VALID,UTR6472802945,VALID,4131,VALID,SUCCESS
TXN00001750,2026-03-26 12:10:18,VALID,USR60160,MCH5621,3436.37,VALID,UTR1833324520,VALID,5912,VALID,SUCCESS
TXN00012892,2026-01-28 03:56:10,VALID,USR61487,MCH4619,12946.03,VALID,UTR3107185032,VALID,5912,VALID,SUCCESS
TXN00000631,2026-03-19 05:17:21,VALID,USR33281,MCH1949,17836.61,VALID,UTR9170450332,VALID,4131,VALID,SUCCESS
TXN00014129,2026-02-25 02:33:04,VALID,USR97697,MCH4671,16425.76,VALID,UTR8209123167,VALID,,MISSING,SUCCESS
TXN00003810,2026-02-01 05:25:02,VALID,USR38963,MCH2428,1328.6,VALID,UTR2218226519,VALID,7011,VALID,SUCCESS
TXN00008354,2026-03-03 00:00:00,DATE_ONLY,USR99732,MCH1101,13714.54,VALID,UTR9751339898,VALID,,MISSING,SUCCESS
TXN00006067,2026-03-30 14:34:11,VALID,USR81239,MCH7096,12167.2,VALID,UTR6712897480,VALID,5912,VALID,PROCESSING
TXN00012374,2026-03-19 18:41:57,VALID,USR81018,MCH9961,7127.16,VALID,UTR6167698426,VALID,5912,VALID,SUCCESS
TXN00000788,2026-01-24 00:00:00,DATE_ONLY,USR93085,MCH6932,10027.28,VALID,UTR9509315965,VALID,7011,VALID,SUCCESS
TXN00003734,2026-02-15 23:22:43,VALID,USR46318,MCH5839,12542.93,VALID,UTR8059646782,VALID,5411,VALID,SUCCESS
TXN00016325,2026-10-01 23:34:37,VALID,USR72447,MCH3733,22651.0,VALID,UTR8972546781,VALID,5411,VALID,SUCCESS
TXN00019433,2026-03-16 04:06:04,VALID,USR52932,MCH3385,8193.63,VALID,UTR8973915796,VALID,5411,VALID,SUCCESS
TXN00004392,2026-03-01 14:58:22,VALID,USR49655,MCH3624,13536.34,VALID,UTR7966747949,VALID,7011,VALID,SUCCESS
TXN00011610,2026-01-07 08:37:35,VALID,USR45598,MCH4060,9649.06,VALID,UTR9913906007,VALID,5411,VALID,SUCCESS
TXN00006212,2026-01-17 00:12:23,VALID,USR79756,MCH4557,3092.0,VALID,UTR1161384497,VALID,5411,VALID,SUCCESS
TXN00019400,2026-02-06 22:08:25,VALID,USR77128,MCH9804,9302.51,VALID,UTR1902553834,VALID,7011,VALID,SUCCESS
TXN00014678,2026-03-31 11:19:34,VALID,USR37976,MCH4491,19128.43,VALID,UTR2077775349,VALID,5912,VALID,SUCCESS
TXN00008902,2026-02-20 20:33:18,VALID,USR18766,MCH6342,22815.48,VALID,UTR2777543725,VALID,5411,VALID,SUCCESS
TXN00004666,2026-03-09 16:48:03,VALID,USR74794,MCH7980,17737.63,VALID,UTR8635639231,VALID,7011,VALID,SUCCESS
TXN00001969,2026-01-27 16:50:01,VALID,USR43786,MCH4747,8369.0,VALID,UTR3551469209,VALID,5912,VALID,FAILED
TXN00010913,2026-01-16 18:52:47,VALID,USR88757,MCH3864,5069.53,VALID,UTR9922768494,VALID,5411,VALID,SUCCESS
TXN00012463,2026-02-04 12:16:34,VALID,USR48367,MCH3789,24753.0,VALID,UTR4159262581,VALID,5912,VALID,SUCCESS
TXN00019990,2026-02-12 22:07:20,VALID,USR53408,MCH8134,23720.53,VALID,UTR6710432815,VALID,5812,VALID,PROCESSING
TXN00000351,2026-01-25 03:24:40,VALID,USR20831,MCH1307,12583.38,VALID,UTR2449906609,VALID,7011,VALID,SUCCESS
TXN00004759,2026-03-25 12:44:17,VALID,USR24010,MCH1738,11523.73,VALID,UTR8518190988,VALID,5912,VALID,SUCCESS
TXN00000966,2026-01-02 21:09:58,VALID,USR51839,MCH9142,8898.26,VALID,UTR6879116663,VALID,5411,VALID,SUCCESS
TXN00010846,2026-02-17 04:48:28,VALID,USR25159,MCH4942,21384.31,VALID,UTR9466835631,VALID,5411,VALID,SUCCESS
TXN00010017,2026-03-14 10:39:24,VALID,USR30388,MCH3583,183.87,VALID,UTR5406213589,VALID,4131,VALID,SUCCESS
TXN00004274,2026-02-22 18:47:06,VALID,USR31613,MCH2246,11940.63,VALID,UTR0998889235,VALID,5912,VALID,SUCCESS
TXN00004132,2026-02-01 11:58:38,VALID,USR66807,MCH7023,5455.11,VALID,UTR0742119682,VALID,,MISSING,PROCESSING
TXN00017192,2026-02-12 11:13:10,VALID,USR36274,MCH8656,17930.82,VALID,UTR5834013186,VALID,5812,VALID,SUCCESS
TXN00017087,2026-03-05 01:44:06,VALID,USR50216,MCH6803,19863.09,VALID,UTR2164415759,VALID,5812,VALID,SUCCESS
TXN00014359,2026-03-21 15:43:57,VALID,USR15741,MCH2401,21911.97,VALID,UTR4907022958,VALID,,MISSING,SUCCESS
TXN00005741,2026-02-24 00:25:21,VALID,USR84100,MCH8075,22275.44,VALID,UTR9312919714,VALID,,MISSING,SUCCESS
TXN00000841,2026-01-26 03:57:36,VALID,USR37057,MCH7425,337.23,VALID,UTR1499679250,VALID,5812,VALID,SUCCESS
TXN00000521,2026-01-20 18:24:58,VALID,USR39009,MCH1745,14857.0,VALID,UTR6050557807,DUPLICATE,5411,VALID,SUCCESS
TXN00007258,2026-01-04 20:59:04,VALID,USR87024,MCH4035,1106.59,VALID,UTR8922515798,VALID,5812,VALID,SUCCESS
TXN00011689,2026-03-19 18:53:52,VALID,USR67451,MCH5404,8227.84,VALID,UTR7229703998,VALID,5912,VALID,SUCCESS
TXN00019790,2026-03-08 12:13:16,VALID,USR33306,MCH9991,15289.66,VALID,UTR9004101932,VALID,,MISSING,SUCCESS
TXN00004448,2026-03-07 06:07:48,VALID,USR23709,MCH1405,19980.96,VALID,UTR2633180982,VALID,5411,VALID,SUCCESS
TXN00006957,2026-01-03 07:20:54,VALID,USR51869,MCH5912,13523.73,VALID,UTR7825366272,VALID,5912,VALID,SUCCESS
TXN00003574,2026-02-26 03:33:46,VALID,USR19514,MCH1684,-24736.38,NEGATIVE,UTR0124297500,VALID,5812,VALID,SUCCESS
TXN00019804,2026-03-11 22:01:30,VALID,USR35700,MCH2218,14932.14,VALID,UTR6666766103,VALID,5411,VALID,SUCCESS
TXN00014809,2026-03-28 02:02:46,VALID,USR30571,MCH6380,16802.98,VALID,UTR6790071013,VALID,4131,VALID,FAILED
TXN00002431,2026-01-30 23:42:36,VALID,USR27112,MCH8359,15077.54,VALID,UTR1713693595,VALID,5912,VALID,SUCCESS
TXN00003439,2026-02-11 12:37:14,VALID,USR69208,MCH9921,23205.27,VALID,UTR9757524715,VALID,5411,VALID,SUCCESS
TXN00008630,2026-01-04 23:57:41,VALID,USR86298,MCH4863,17172.03,VALID,UTR3714580556,VALID,7011,VALID,SUCCESS
TXN00003708,2026-03-27 00:00:00,DATE_ONLY,USR59151,MCH9420,6943.84,VALID,UTR6637346849,VALID,4131,VALID,PROCESSING
TXN00012877,2026-02-10 17:03:07,VALID,USR83967,MCH4459,15585.0,VALID,UTR0961468795,VALID,,MISSING,FAILED
TXN00012308,2026-03-23 06:17:53,VALID,USR97704,MCH8769,23967.68,VALID,UTR0546999692,VALID,5912,VALID,PROCESSING
TXN00004465,2026-02-07 06:06:32,VALID,USR35776,MCH6815,-16889.65,NEGATIVE,UTR5921811514,VALID,,MISSING,SUCCESS
TXN00011969,2026-03-23 16:03:10,VALID,USR36280,MCH1292,6451.0,VALID,UTR7735067652,VALID,5411,VALID,FAILED
TXN00000860,2026-02-02 14:34:53,VALID,USR14304,MCH5584,1652.06,VALID,UTR4703691513,VALID,7011,VALID,SUCCESS
TXN00017869,2026-03-08 00:37:21,VALID,USR41698,MCH3382,12859.56,VALID,UTR0548179467,VALID,7011,VALID,SUCCESS
TXN00009890,2026-01-08 13:56:38,VALID,USR31231,MCH5699,7405.2,VALID,UTR3728948063,DUPLICATE,,MISSING,SUCCESS
TXN00005567,2026-02-03 04:28:15,VALID,USR48304,MCH8407,17420.26,VALID,UTR6185599090,VALID,5411,VALID,SUCCESS
TXN00006360,2026-01-14 10:28:56,VALID,USR36102,MCH5278,16843.51,VALID,UTR3630655572,VALID,5411,VALID,SUCCESS
TXN00000855,2026-01-08 12:32:57,VALID,USR78697,MCH8615,5136.44,VALID,UTR3685526203,VALID,7011,VALID,FAILED
TXN00002907,2026-03-21 22:31:11,VALID,USR11430,MCH5306,24327.22,VALID,UTR9245913720,DUPLICATE,4131,VALID,SUCCESS
TXN00009268,2026-01-09 12:17:07,VALID,USR55084,MCH5250,7010.55,VALID,UTR9640920803,VALID,,MISSING,SUCCESS
TXN00002638,2026-02-19 06:09:33,VALID,USR20408,MCH6004,19028.33,VALID,UTR7146864873,VALID,7011,VALID,SUCCESS
TXN00008964,2026-01-14 00:26:40,VALID,USR32143,MCH8502,-301.01,NEGATIVE,UTR7416323055,VALID,4131,VALID,FAILED
TXN00018477,2026-02-24 05:51:32,VALID,USR17246,MCH2003,14159.12,VALID,UTR7952847482,VALID,5812,VALID,SUCCESS
TXN00005433,2026-03-31 01:17:13,VALID,USR59449,MCH4794,16925.04,VALID,UTR0469643229,VALID,7011,VALID,SUCCESS
TXN00014298,2026-12-03 03:20:09,VALID,USR45690,MCH6744,-122.0,NEGATIVE,UTR6011311528,VALID,,MISSING,SUCCESS
TXN00000831,2026-03-22 00:00:00,DATE_ONLY,USR73183,MCH8403,5622.87,VALID,UTR1287550054,VALID,5411,VALID,FAILED
TXN00003804,2026-03-10 07:53:58,VALID,USR45353,MCH8084,24589.34,VALID,UTR3961028655,VALID,,MISSING,SUCCESS
TXN00011829,2026-03-27 23:52:32,VALID,USR78601,MCH6762,4126.88,VALID,UTR9045500014,VALID,5411,VALID,SUCCESS
