txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status
TXN00011686,27/01/2026 12:59:11,USR13097,MCH3613,11601.99,UTR8822623553,7011,Success
TXN00011463,01-28-2026 01:51:44 AM,USR43522,MCH8935,"₹15,682.19",UTR6368123275,05411,Declined
TXN00014327,2026-03-07 14:18:48,USR60890,MCH8345,Rs. 10276.97,UTR8452092033,5812,S
TXN00012037,2026-03-22 06:30:37,USR10497,MCH5004,5964.18,UTR9314020962,4131,SUCCESS
TXN00014122,03-17-2026 02:22:14 PM,USR22509,MCH7448,9286.98,,5912,Success
TXN00002022,01-09-2026 06:54:48 AM,USR33647,MCH5134,Rs. 14008.6,UTR9544372209,5812,S
TXN00001182,05/02/2026 00:54:49,USR94913,MCH3204,"8,553.39",UTR2056091230,7011,Success
TXN00004508,1771968500,USR41323,MCH3095,INR 608,UTR0399017616,4131,SUCCESS
TXN00016667,02-16-2026 11:21:07 PM,USR51726,MCH3340,"INR 15,694",UTR6519573197,7011,S
TXN00007536,2026-03-25 00:17:30,USR84346,MCH2915,"17,535.32",UTR6138971025,,Success
TXN00010449,2026-01-09 13:06:15,USR76597,MCH1681,11904.78,UTR1454523229,05411,SUCCESS
TXN00005231,2026-01-14 13:44:29,USR13977,MCH2912,16621.83,UTR0653116599,4131,S
TXN00009455,2026-02-16 22:34:16,USR20157,MCH4809,21487.27,UTR9167442134,5411,TXN_SUCCESS
TXN00006092,2026-01-06 05:04:34,USR77931,MCH8566,19398.87,UTR3303626371,05411,COMPLETED
TXN00005394,02-24-2026 04:08:19 PM,USR30787,MCH1205,14581.81,UTR2657008372,05411,PROCESSING
TXN00004260,1770388028,USR25496,MCH3128,10023.6,UTR6319890862,5411,Success
TXN00002868,2026-01-16 07:00:49,USR68914,MCH3520,"INR 18,972",UTR9967523667,5812,SUCCESS
TXN00010736,2026-02-24 10:39:40,USR83220,MCH2838,5256.2,UTR3492329460,05411,TXN_SUCCESS
TXN00015913,2026-03-12 22:05:15,USR77767,MCH9831,"₹19,744.59",UTR2079245209,5812,S
TXN00007670,03-20-2026 10:46:14 PM,USR48549,MCH3572,8564.93,UTR8654349877,4131,COMPLETED
TXN00008163,01-10-2026 10:18:52 PM,USR28083,MCH7755,Rs. 10521.55,,4131,S
TXN00015804,2026-01-27 03:56:16,USR63135,MCH9104,11296.4,UTR2577927490,05411,S
TXN00002786,01-04-2026 12:33:46 AM,USR17832,MCH3567,"INR 6,057",UTR5466089510,05411,TXN_SUCCESS
TXN00015157,08/03/2026 00:28:13,USR22931,MCH7741,6194.22,,4131,Success
TXN00005552,2026-03-15 14:50:07,USR89920,MCH8541,-9632.6,UTR 6285637427,05411,Success
TXN00001851,2026-03-08 13:45:02,USR22664,MCH5113,7154.81,UTR7601731238,7011,S
TXN00012262,03-11-2026 09:10:17 PM,USR23865,MCH7442,"₹10,281.95",UTR0060808680,5411,SUCCESS
TXN00016181,12/03/2026 22:08:02,USR32257,MCH1982,Rs. 21405.18,UTR 6861429539,5912,S
TXN00007897,03/03/2026 03:41:07,USR60593,MCH6803,17654.39,UTR3051488297,5411,Success
TXN00001772,26/01/2026 16:13:59,USR33318,MCH7771,"19,627.56",UTR9259454570,5812,PENDING
TXN00015124,01-31-2026 04:12:50 AM,USR75648,MCH1053,Rs. 15241.91,UTR6260078075,5812,SUCCESS
TXN00011650,20/03/2026 18:49:56,USR23863,MCH3465,20371.65,UTR2593270126,5812,Success
TXN00001933,2026-02-27 15:20:31,USR74877,MCH5848,"14,020.90",UTR8444967446,4131,TXN_SUCCESS
TXN00015309,2026-02-27 21:08:34,USR95939,MCH9917,21260.57,UTR2115841478,05411,Success
TXN00004628,2026-03-07 15:44:26,USR86854,MCH6249,12519.48,UTR3624162364,5411,TXN_SUCCESS
TXN00010011,2026-01-17 06:32:14,USR92434,MCH6360,-22152.99,UTR1509963399,05411,TXN_SUCCESS
TXN00017261,2026-01-14 23:00:26,USR48243,MCH5003,19012.08,UTR8918277158,,S
TXN00011012,13/02/2026 06:16:02,USR80818,MCH3197,16896.91,UTR6427361457,7011,TXN_SUCCESS
TXN00003842,2026-01-15 04:01:28,USR36886,MCH4084,826.15,UTR1866504058,,TXN_SUCCESS
TXN00005542,04/02/2026 02:25:40,USR47178,MCH2222,16242.4,UTR3671958179,7011,Success
TXN00019770,2026-01-29 19:28:48,USR55053,MCH4529,9139.83,UTR5861984819,5812,COMPLETED
TXN00015265,14/03/2026 15:51:27,USR31973,MCH1707,"₹15,919.66",UTR9784474688,5912,S
TXN00012510,2026-02-21 21:11:10,USR98043,MCH4798,21600.29,UTR6187714814,7011,Success
TXN00007396,2026-02-27 08:11:18,USR56605,MCH5000,1549.58,UTR3478220789,7011,TXN_SUCCESS
TXN00016579,2026/03/22,USR63738,MCH3721,1213.29,UTR8913643344,7011,COMPLETED
TXN00002008,2026-01-10 05:33:57,USR33264,MCH5728,19420.0,UTR6130980519,05411,F
TXN00018013,02-11-2026 06:43:29 PM,USR74856,MCH3701,20588.1,UTR0279858959,5912,Success
TXN00001762,2026-03-07 11:28:49,USR24611,MCH6033,"INR 21,110",UTR0742524221,,Success
TXN00006805,2026-02-13 13:48:52,USR29782,MCH9177,10836.94,UTR1326640099,,FAILED
TXN00010763,1770773386,USR38240,MCH5246,Rs. 17628.81,UTR3338889928,4131,SUCCESS
TXN00015365,03-11-2026 07:12:01 AM,USR40949,MCH6245,"₹21,079.32",UTR3693533212,5411,S
TXN00019443,15/02/2026 02:54:47,USR46865,MCH5927,4081.78,UTR8129621685,5912,TXN_SUCCESS
TXN00018543,20/01/2026 11:13:30,USR35819,MCH8247,12467.7,UTR7276355597,7011,Success
TXN00000728,2026-03-22 22:43:13,USR67477,MCH7339,19883.73,UTR1184459739,,TXN_SUCCESS
TXN00003790,01-30-2026 10:28:45 AM,USR82575,MCH1133,24514.4,UTR3948443591,5812,COMPLETED
TXN00016265,2026-03-12 13:29:03,USR82550,MCH2355,4685.84,UTR0021007450,7011,S
TXN00007787,2026-02-25 23:43:38,USR90580,MCH2964,"8,554.94",UTR2180628644,4131,Success
TXN00016159,2026-02-28 18:07:26,USR48290,MCH8687,"INR 6,325",UTR4284686015,5912,S
TXN00001966,2026-01-15 09:38:34,USR69208,MCH4762,14698.36,UTR6943646413,5812,PENDING
TXN00010643,2026-03-21 17:44:50,USR80729,MCH7305,"11,885.19",UTR5627932601,5912,SUCCESS
TXN00004551,03-14-2026 10:45:42 PM,USR27023,MCH6941,Rs. 23319.5,UTR0361352721,5912,S
TXN00000777,02-14-2026 05:11:47 AM,USR78390,MCH4799,5738.99,UTR9677007579,,S
TXN00010558,2026-02-06 06:16:59,USR61951,MCH8225,-21458.7,UTR6611805946,5411,Success
TXN00013531,2026-03-27 17:46:35,USR83643,MCH9204,"₹22,882.14",UTR9970883299,5411,Pending
TXN00010581,2026-03-15 19:43:10,USR35367,MCH1217,10251.86,UTR3165424469,5912,COMPLETED
TXN00000303,2026-01-23 05:28:22,USR74003,MCH7074,13520.47,UTR4305188313,7011,SUCCESS
TXN00019829,2026-01-10 04:42:03,USR30281,MCH1720,23301.83,UTR7254798130,05411,Initiated
TXN00004273,10/02/2026 14:42:40,USR90028,MCH2953,3794.29,UTR4457189746,5912,S
TXN00017954,2026-03-30 09:12:59,USR26186,MCH2387,9214.23,UTR3934879304,4131,S
TXN00005945,1772268344,USR12979,MCH2530,24140.59,UTR2585975471,05411,S
TXN00001371,2026-02-03 18:48:28,USR72349,MCH3722,24285.16,UTR8466668684,7011,SUCCESS
TXN00002862,2026-02-23 09:35:10,USR79367,MCH7856,"INR 7,069",UTR4888056487,5411,S
TXN00007968,01-27-2026 08:03:13 AM,USR40149,MCH7457,INR 830,UTR3466378562,7011,S
TXN00012272,2026-03-23 01:34:58,USR36581,MCH1881,Rs. 1951.03,UTR2385093919,05411,COMPLETED
TXN00013376,01/03/2026 06:26:26,USR64478,MCH9188,14183.44,UTR6937131505,5812,Initiated
TXN00018256,2026-01-29 02:27:54,USR22513,MCH1348,2481.28,UTR0142140130,,PENDING
TXN00019117,12/01/2026 17:27:30,USR33472,MCH4721,6906.82,UTR7728387530,,Success
TXN00011576,01-06-2026 11:07:41 PM,USR31913,MCH1908,Rs. 3798.18,UTR9189893609,05411,COMPLETED
TXN00006819,2026-01-26 15:43:22,USR98268,MCH6745,"₹21,488.98",UTR6644955413,05411,SUCCESS
TXN00001322,01-30-2026 12:35:01 PM,USR96632,MCH4783,3997.02,UTR4067352262,5912,COMPLETED
TXN00010830,2026-01-07 02:40:58,USR98487,MCH9627,13111.21,UTR8476134002,5912,TXN_SUCCESS
TXN00009213,2026-01-11 13:43:35,USR58167,MCH3743,Rs. 1617.34,UTR 4938662243,5812,TXN_FAILED
TXN00006144,2026-03-16 05:22:34,USR91715,MCH6508,"₹21,899.57",UTR9693580272,7011,F
TXN00008955,2026-01-23 13:01:28,USR11118,MCH4246,-8486.69,UTR6664067592,5812,Success
TXN00001062,2026-03-13 05:52:01,USR19755,MCH3956,"INR 24,602",UTR8742506260,,COMPLETED
TXN00000461,01-26-2026 06:55:36 PM,USR15018,MCH9014,"₹2,946.98",UTR9235370197,,S
TXN00006641,2026-03-27 16:49:49,USR96146,MCH6587,-18911.34,UTR3130591800,7011,COMPLETED
TXN00013859,2026-03-20 14:14:35,USR55187,MCH2630,13111.91,UTR8247650969,,S
TXN00018806,12/02/2026 03:28:13,USR91825,MCH5876,20457.75,UTR8573659990,,S
TXN00010773,03-22-2026 01:00:52 PM,USR72967,MCH5073,Rs. 10848.09,UTR9318564336,5812,SUCCESS
TXN00014008,2026-03-23 19:24:29,USR95411,MCH9084,"₹14,914.29",UTR9961226658,4131,SUCCESS
TXN00001736,2026-02-05 12:30:35,USR90793,MCH7577,Rs. 22166.24,UTR8446808465,05411,S
TXN00008780,06/01/2026 20:03:59,USR32593,MCH5523,-8480.86,UTR9114044150,5812,SUCCESS
TXN00006254,2026-02-06 22:03:19,USR84605,MCH3439,461.85,UTR7256267954,,S
TXN00001703,15/03/2026 08:37:21,USR92643,MCH4277,7802.29,UTR3252809209,5912,Declined
TXN00007737,2026-01-20 09:15:24,USR54846,MCH4240,"INR 22,866",UTR8597989229,4131,S
TXN00012229,2026-02-23 22:48:57,USR78666,MCH8775,13761.89,UTR0747748855,5411,Success
TXN00000562,2026-02-05 20:20:08,USR83574,MCH8475,"5,331.97",UTR0497109488,05411,S
TXN00005321,1767389429,USR32313,MCH1466,7070.93,UTR6504338882,5411,S
TXN00000611,03-20-2026 05:10:58 PM,USR46553,MCH3963,₹992.41,UTR2207355602,05411,Success
TXN00006683,2026-02-03 12:35:32,USR33653,MCH1707,Rs. 21611.43,UTR1500780341,05411,SUCCESS
TXN00014065,15/03/2026 21:37:57,USR34097,MCH3415,18888.79,UTR1685892436,05411,SUCCESS
TXN00011861,13/03/2026 13:53:06,USR52159,MCH6290,"₹22,766.21",UTR9764142870,4131,TXN_SUCCESS
TXN00006161,04/01/2026 15:54:22,USR42869,MCH2501,"₹3,878.10",UTR5987668617,5411,TXN_SUCCESS
TXN00017886,2026-02-17 15:19:29,USR59831,MCH1326,13342.36,UTR3355847780,4131,S
TXN00019664,2026-02-13 09:47:03,USR10473,MCH5871,"₹9,522.90",UTR5548078287,5912,Declined
TXN00015451,02-22-2026 06:07:08 AM,USR40395,MCH3452,14159.46,UTR8298186672,7011,S
TXN00010950,2026-03-13 00:50:45,USR77090,MCH9185,24991.83,UTR9229836952,,Success
TXN00004446,2026-02-27 07:11:31,USR54194,MCH4278,"₹24,455.73",UTR6400435970,5912,Success
TXN00019821,10/03/2026 02:31:51,USR41740,MCH6495,Rs. 12465.2,UTR7594343785,5411,TXN_FAILED
TXN00010753,2026-03-15 03:01:17,USR51343,MCH1987,13948.54,UTR8947202357,4131,S
TXN00018734,1768993663,USR46477,MCH9886,23205.12,UTR9896600731,5812,COMPLETED
TXN00014803,2026-01-25 13:13:57,USR87395,MCH9684,Rs. 23509.31,UTR6237172748,5812,SUCCESS
TXN00013963,2026-03-28 06:50:30,USR77972,MCH1254,23338.21,UTR4027645514,4131,COMPLETED
TXN00000298,01-01-2026 04:45:21 PM,USR88241,MCH7328,5403.37,UTR1005942621,5912,COMPLETED
TXN00007484,03-18-2026 03:29:15 PM,USR62699,MCH4264,12413.11,UTR2604165211,,COMPLETED
TXN00014559,2026-03-04 08:03:32,USR71434,MCH6861,Rs. 16490.66,UTR3548486933,5411,TXN_SUCCESS
TXN00018681,2026-03-05 20:16:44,USR59972,MCH5840,Rs. 4418.9,UTR2711509314,5812,TXN_FAILED
TXN00018924,1772090075,USR81848,MCH8539,Rs. 1175.57,UTR9190410070,5411,Success
TXN00009287,2026-02-24 15:01:58,USR89681,MCH4722,15277.55,UTR2130169362,5912,SUCCESS
TXN00016390,21/03/2026 09:03:31,USR18520,MCH3352,449.57,UTR0391074296,5812,S
TXN00004424,1771652394,USR64499,MCH1165,"INR 18,219",UTR4887669805,,TXN_SUCCESS
TXN00018000,2026-01-29 14:45:47,USR95355,MCH5470,"INR 20,540",UTR4189402354,5812,TXN_SUCCESS
TXN00018563,03-20-2026 05:19:43 AM,USR72768,MCH8559,2929.14,UTR6154762987,7011,PENDING
TXN00016305,02-24-2026 03:32:18 PM,USR31177,MCH2632,"INR 15,866",UTR5634767753,5812,PROCESSING
TXN00005686,02-20-2026 05:42:17 PM,USR90544,MCH9601,18976.83,UTR 2285548013,,S
TXN00001745,03-22-2026 01:39:59 AM,USR51015,MCH2595,10409.69,UTR2994365221,5812,COMPLETED
TXN00015144,11/01/2026 08:21:47,USR94256,MCH8626,10462.21,UTR8044752514,05411,TXN_SUCCESS
TXN00010525,02-10-2026 04:29:42 PM,USR87748,MCH7920,"INR 10,325",UTR4467941603,5812,Success
TXN00009049,29/01/2026 06:29:49,USR86916,MCH2366,"INR 23,829",UTR 4658650394,7011,SUCCESS
TXN00017749,2026-01-06 03:51:53,USR32333,MCH2886,3174.26,UTR0198693706,,SUCCESS
TXN00006026,10/02/2026 15:19:43,USR62213,MCH1244,"₹6,574.76",UTR1183453323,,SUCCESS
TXN00018540,02/02/2026 19:42:09,USR32781,MCH1115,"₹18,280.97",UTR8534098657,5411,COMPLETED
TXN00001276,2026-01-29 06:41:00,USR21900,MCH7166,2632.21,UTR4393563745,5812,COMPLETED
TXN00006344,2026-03-24 17:53:00,USR10996,MCH6333,20614.68,UTR 1922479040,5411,Success
TXN00014774,01-15-2026 07:23:27 AM,USR99049,MCH7269,12860.04,UTR2504314016,5411,S
TXN00018330,2026-03-16 01:00:16,USR29956,MCH1213,"₹16,974.81",UTR9218303833,4131,Fail
TXN00010493,2026-02-05 08:37:52,USR64919,MCH8836,"INR 5,894",UTR 1846140048,5912,Success
TXN00006115,20/01/2026 10:43:29,USR11944,MCH7153,-6750.86,UTR1454049507,5912,TXN_SUCCESS
TXN00014188,2026-01-02 01:44:29,USR89702,MCH2296,"INR 24,240",UTR4182945271,5411,PENDING
TXN00008468,18/01/2026 08:51:44,USR67375,MCH5900,"₹13,009.32",UTR5149513411,05411,Pending
TXN00014028,2026-02-01 23:11:16,USR63045,MCH5188,₹401.03,UTR4740815016,05411,Declined
TXN00007652,2026-02-25 19:37:47,USR17103,MCH5789,"₹3,694.85",UTR6892383584,,S
TXN00015658,2026-02-23 19:17:09,USR49851,MCH9173,24579.23,UTR3596045815,5411,S
TXN00001474,2026-01-27 19:42:11,USR97557,MCH2570,Rs. 10109.47,UTR6210164743,05411,PROCESSING
TXN00010318,2026-01-23 14:53:45,USR12242,MCH5585,5595.12,UTR4474943865,7011,COMPLETED
TXN00011694,03/02/2026 17:18:21,USR24357,MCH7171,23200.94,UTR0734363807,5411,Success
TXN00013805,2026-02-05 05:25:30,USR42606,MCH3858,19956.59,UTR1582174347,5812,SUCCESS
TXN00017919,2026-01-15 08:37:58,USR20522,MCH5611,"6,738.82",UTR9927341174,5912,TXN_SUCCESS
TXN00002843,2026-01-20 10:26:57,USR92926,MCH8704,"INR 22,961",UTR6445989441,5411,COMPLETED
TXN00005545,2026-01-10 20:20:44,USR64461,MCH2425,15655.11,UTR6509025483,5411,COMPLETED
TXN00007658,01-11-2026 08:04:52 AM,USR89723,MCH7789,"₹16,737.94",UTR3056560071,,TXN_SUCCESS
TXN00001716,01-30-2026 11:51:56 PM,USR46258,MCH3518,"24,871.71",UTR7316794416,5812,TXN_SUCCESS
TXN00007815,2026/02/26,USR11653,MCH1514,5755.66,UTR7224013554,7011,TXN_SUCCESS
TXN00010314,22/02/2026 02:16:43,USR33467,MCH3594,"₹1,348.08",UTR6899499350,4131,S
TXN00004590,2026/02/21,USR90526,MCH9097,18235.45,UTR8068965286,05411,Success
TXN00015047,2026/03/09,USR51651,MCH8462,-3591.32,UTR7078651911,5812,COMPLETED
TXN00014990,2026-03-07 19:41:24,USR69327,MCH7344,"₹21,370.91",UTR0687623618,05411,COMPLETED
TXN00012421,2026-02-18 02:11:04,USR76265,MCH6544,"24,447.62",UTR9507958182,7011,TXN_SUCCESS
TXN00001386,20/03/2026 23:44:46,USR96032,MCH8083,"₹8,136.50",UTR7182372180,7011,Success
TXN00008342,01-07-2026 04:29:38 PM,USR19269,MCH2350,"₹13,866.68",UTR4544769620,05411,S
TXN00005751,2026-01-02 04:48:35,USR34952,MCH6499,6097.93,UTR8201636950,4131,Declined
TXN00002386,2026-03-24 16:17:35,USR59127,MCH3626,14559.15,UTR9435168884,4131,Success
TXN00000133,2026-02-08 22:46:54,USR67619,MCH7920,3005.44,UTR0453331422,05411,SUCCESS
TXN00004899,02-11-2026 03:00:06 AM,USR33207,MCH4604,2253.09,UTR 7162305645,,SUCCESS
TXN00012948,2026-02-22 10:08:03,USR62250,MCH7242,5405.98,UTR8043236483,05411,COMPLETED
TXN00004235,2026-03-10 18:36:53,USR57578,MCH3453,533.14,UTR 2299778883,4131,TXN_SUCCESS
TXN00014642,2026-01-25 04:08:26,USR74833,MCH4432,Rs. 19212.58,UTR7233429895,05411,Fail
TXN00009011,13/03/2026 09:26:50,USR54411,MCH8759,7173.65,UTR0979666113,5912,Pending
TXN00003308,2026-03-31 17:05:54,USR96100,MCH5184,"₹1,727.15",UTR2900099802,4131,COMPLETED
TXN00000931,2026-03-02 09:57:49,USR35532,MCH5396,-3492.51,UTR2096466484,7011,Success
TXN00001725,2026-03-30 07:35:11,USR83200,MCH6521,17307.11,UTR2083621199,05411,SUCCESS
TXN00011916,2026-01-25 13:29:34,USR55146,MCH2440,"₹24,729.71",,7011,S
TXN00015877,02-11-2026 05:11:31 PM,USR46421,MCH1081,Rs. 4205.29,UTR0491756769,5912,TXN_SUCCESS
TXN00013345,2026-01-25 08:36:49,USR38884,MCH7583,Rs. 14140.43,UTR5169074583,5812,S
TXN00018372,2026-02-18 11:45:55,USR49210,MCH8399,"INR 17,757",UTR1864976229,5912,SUCCESS
TXN00002774,2026-03-18 20:16:37,USR82001,MCH8629,11497.03,UTR6868607510,5912,COMPLETED
TXN00007507,2026-02-22 01:12:53,USR20435,MCH9139,-10380.79,UTR5675674907,4131,S
TXN00011918,2026-02-07 08:23:35,USR12280,MCH9145,24944.63,UTR3661967674,05411,Success
TXN00007273,2026-01-17 21:05:57,USR56668,MCH1650,Rs. 16043.08,UTR7298693492,,Initiated
TXN00015579,2026-02-07 19:44:54,USR93482,MCH2076,Rs. 19867.72,UTR8578419848,4131,SUCCESS
TXN00002719,19/03/2026 14:36:10,USR56938,MCH6122,"21,178.05",UTR7404482367,4131,TXN_SUCCESS
TXN00006437,2026-03-26 07:21:39,USR86489,MCH1625,13822.07,UTR0992716908,5812,S
TXN00013403,01-01-2026 04:46:15 AM,USR24417,MCH6118,9141.5,UTR5025514263,5912,Success
TXN00009747,2026-03-11 16:34:29,USR72774,MCH7435,19813.49,UTR3387747045,4131,SUCCESS
TXN00006939,08/03/2026 13:06:35,USR88520,MCH9779,12453.74,UTR2755962433,5411,SUCCESS
TXN00005914,2026-01-09 18:37:42,USR12204,MCH4386,"INR 10,479",UTR9676725726,7011,SUCCESS
TXN00012184,01-17-2026 11:49:03 AM,USR18189,MCH8821,10341.28,UTR5562186934,5411,SUCCESS
TXN00002876,2026-02-19 09:29:12,USR42320,MCH5850,Rs. 11913.63,UTR 8787127835,4131,COMPLETED
TXN00016143,2026-01-27 23:13:10,USR92655,MCH7647,22353.75,UTR5244747131,05411,SUCCESS
TXN00002414,2026-03-20 22:51:28,USR60589,MCH4321,698.14,UTR8633794902,4131,Success
TXN00004199,2026-02-01 03:12:14,USR52799,MCH4837,"₹11,081.41",UTR 8879170424,5812,SUCCESS
TXN00004677,2026-02-18 00:46:09,USR80396,MCH7493,1189.45,UTR6193461466,,TXN_SUCCESS
TXN00014819,03-26-2026 09:53:26 AM,USR47790,MCH8278,₹433.06,,4131,TXN_FAILED
TXN00015374,01-02-2026 10:00:44 PM,USR92853,MCH8293,12193.31,UTR2313031744,5912,Success
TXN00013559,1774929626,USR41117,MCH3002,2281.56,UTR4962794037,,Initiated
TXN00010096,2026-01-25 10:57:37,USR24809,MCH1702,9576.78,UTR4144490382,5411,Declined
TXN00019911,2026-02-01 09:25:54,USR27355,MCH8823,13270.63,UTR1693834086,4131,SUCCESS
TXN00010652,2026-03-09 07:10:46,USR97393,MCH6061,20675.46,UTR5003845394,05411,S
TXN00007551,2026-02-02 20:37:02,USR99066,MCH7598,-23642.38,UTR3004055628,4131,TXN_SUCCESS
TXN00009252,2026/03/25,USR59556,MCH5635,15842.05,UTR4378303951,05411,Fail
TXN00001039,2026-02-11 14:11:35,USR69885,MCH3731,1643.25,UTR 2071871829,5812,S
TXN00007911,09/02/2026 23:28:20,USR85861,MCH7506,22017.46,UTR1399732908,05411,TXN_SUCCESS
TXN00005759,2026/01/11,USR83913,MCH3933,10949.75,UTR0587776184,05411,Success
TXN00003280,03-10-2026 10:44:30 AM,USR85195,MCH8437,"₹19,791.04",UTR4288549056,05411,SUCCESS
TXN00011134,2026-02-26 11:21:11,USR51036,MCH5358,16975.17,UTR9792265653,4131,PROCESSING
TXN00008838,02/01/2026 18:48:37,USR27196,MCH7594,14609.78,UTR3359469612,05411,SUCCESS
TXN00018329,2026-03-18 05:05:29,USR95224,MCH5230,2615.04,UTR7375565726,05411,SUCCESS
TXN00003716,18/02/2026 02:52:48,USR54747,MCH3146,"INR 7,804",UTR 8031147485,05411,Pending
TXN00013311,09/02/2026 11:47:12,USR83323,MCH8354,Rs. 7650.93,UTR5363618584,7011,PENDING
TXN00017191,01-16-2026 09:12:01 AM,USR65881,MCH2074,4717.94,UTR3701246700,5411,SUCCESS
TXN00003490,03-01-2026 04:10:51 PM,USR46556,MCH1728,10589.15,UTR 3349435629,5812,Success
TXN00011335,2026-03-15 04:59:20,USR32692,MCH5553,"₹4,125.11",UTR9079937367,7011,SUCCESS
TXN00019474,03-16-2026 10:25:16 PM,USR56835,MCH2571,"INR 8,529",UTR3243400038,5912,Success
TXN00006481,2026-01-17 01:25:08,USR86851,MCH5710,14816.41,UTR0133138513,05411,PENDING
TXN00015031,23/02/2026 06:40:20,USR73829,MCH1087,"INR 16,140",UTR6208844218,5411,Success
TXN00015202,31/03/2026 15:06:49,USR75875,MCH8846,13050.47,,7011,F
TXN00013040,08/02/2026 07:54:35,USR22487,MCH7830,20693.71,UTR6677917184,5912,Success
TXN00015601,2026-03-05 20:13:57,USR88614,MCH6544,8539.32,UTR9535295750,5411,S
TXN00009527,2026-02-04 00:18:01,USR95463,MCH5732,"INR 22,272",UTR9424388621,5411,Pending
TXN00017162,03-21-2026 02:49:07 PM,USR22269,MCH9991,"INR 15,855",,5411,Success
TXN00004623,01/02/2026 06:32:23,USR31957,MCH6518,3675.91,UTR8401690122,7011,COMPLETED
TXN00004413,2026-02-22 03:02:31,USR68931,MCH1955,16764.15,UTR9273029357,,Success
TXN00006316,2026-03-30 01:11:01,USR79434,MCH9038,23335.99,UTR5407165866,5411,Pending
TXN00008034,2026-02-01 13:46:26,USR46562,MCH9023,2740.89,UTR2708986167,5912,Success
TXN00010734,2026-03-10 10:28:28,USR54950,MCH2707,15266.72,UTR5168906560,5912,SUCCESS
TXN00007309,1769581200,USR76964,MCH7191,19734.37,UTR3882562527,5812,FAILED
TXN00016526,06/03/2026 08:18:47,USR25133,MCH2629,15802.0,UTR9777928408,05411,COMPLETED
TXN00008307,13/03/2026 04:27:13,USR85235,MCH7646,"INR 4,474",UTR6446296508,4131,S
TXN00012042,01-09-2026 04:39:49 AM,USR56017,MCH3143,8949.34,UTR2827646390,7011,Success
TXN00003241,2026-02-20 08:37:10,USR55454,MCH6824,"INR 10,400",UTR2409320835,5912,Success
TXN00006133,01-31-2026 10:18:27 AM,USR62157,MCH9133,13496.15,UTR 1596209728,7011,SUCCESS
TXN00008762,2026-01-26 02:43:00,USR82877,MCH4971,16787.49,UTR3129881272,5411,Success
TXN00006168,2026-02-01 06:48:39,USR54265,MCH2301,24664.37,UTR 4288364332,4131,SUCCESS
TXN00012824,2026-03-15 03:05:52,USR86648,MCH2870,"₹15,284.25",,4131,Success
TXN00004306,02/01/2026 00:34:41,USR21471,MCH3408,"INR 2,014",UTR1109043957,5411,Success
TXN00012439,30/01/2026 04:00:10,USR27561,MCH8316,4545.63,UTR4843620449,5912,PROCESSING
TXN00011569,2026-02-06 16:19:56,USR51446,MCH5216,2514.7,UTR2712474144,5812,Initiated
TXN00010927,13/03/2026 16:49:04,USR81212,MCH4429,20863.5,UTR0493329594,5912,PENDING
TXN00007478,02-09-2026 04:12:57 PM,USR35329,MCH7473,329.01,UTR9975488076,7011,TXN_SUCCESS
TXN00012401,15/03/2026 10:45:03,USR42121,MCH1554,18595.98,UTR2012086122,4131,SUCCESS
TXN00009361,2026-01-14 04:19:46,USR93196,MCH8337,13006.87,UTR2730281682,5411,TXN_SUCCESS
TXN00017732,02-21-2026 01:03:09 PM,USR33555,MCH8477,Rs. 14978.18,UTR6834355234,5411,COMPLETED
TXN00009266,2026-03-03 01:37:34,USR73522,MCH1043,1128.34,UTR7259491145,05411,TXN_SUCCESS
TXN00014104,26/03/2026 19:59:08,USR55496,MCH5317,7593.93,UTR4929940347,7011,COMPLETED
TXN00019870,2026-01-28 04:24:48,USR51007,MCH3207,15512.37,UTR7706851566,7011,SUCCESS
TXN00002117,2026-02-03 02:20:42,USR16872,MCH8425,11013.68,UTR5622605422,7011,FAILED
TXN00002415,2026-01-13 09:46:51,USR84369,MCH2363,"₹12,641.32",UTR1145741371,7011,PROCESSING
TXN00015408,31/01/2026 12:21:46,USR95380,MCH5129,"INR 7,124",UTR8535352987,7011,F
TXN00007884,25/03/2026 08:27:16,USR52008,MCH5755,22196.56,UTR8238954024,7011,S
TXN00002131,2026-03-15 05:57:46,USR39041,MCH6984,4064.21,UTR9180762409,5812,Success
TXN00017530,2026-01-04 19:09:24,USR63309,MCH4173,12723.42,UTR0839677403,5411,S
TXN00001047,24/03/2026 11:39:16,USR58952,MCH5056,5831.66,UTR5603406962,05411,COMPLETED
TXN00005519,2026-01-02 02:33:13,USR11098,MCH9028,"2,858.01",UTR 0795026294,05411,TXN_SUCCESS
TXN00018166,2026-01-12 18:58:55,USR55012,MCH6597,10997.14,UTR6182304800,,Success
TXN00013383,2026-03-03 16:03:11,USR40649,MCH3372,18332.79,UTR4220669304,4131,Success
TXN00019637,2026-02-09 10:49:09,USR86487,MCH2011,"₹4,827.83",UTR0853405757,5411,SUCCESS
TXN00017633,24/01/2026 08:27:36,USR60769,MCH8242,11551.99,,05411,FAILED
TXN00011474,2026/01/14,USR34316,MCH2972,10832.57,UTR4827696889,7011,COMPLETED
TXN00012612,2026-02-08 19:19:21,USR67191,MCH9875,884.21,UTR2040010747,5411,COMPLETED
